Query_ID;Subject_ID;Percentage_Identity;Alignment_Length;Mismatches;Gap_Openings;Query_Start;Query_End;Subject_Start;Subject_End;E-value;BitScore;treatments
k99_1313564_1;101;50.0;126;55;3;62;180;2;126;3.26e-33;112.0;C
k99_1317323_1;211;53.1;32;15;0;40;71;50;81;3.8e-07;38.9;C
k99_1317323_1;PET46;50.0;32;16;0;40;71;49;80;8.53e-06;35.0;C
k99_1319187_1;102;53.5;213;88;5;1;204;44;254;5.3100000000000006e-70;209.0;C
k99_1319187_1;BsEstB;50.8;187;75;5;1;178;38;216;2.24e-53;171.0;C
k99_1325659_1;BsEstB;56.1;148;59;4;48;194;76;218;6.65e-46;152.0;C
k99_1326242_1;202;55.2;29;13;0;93;121;32;60;2.51e-07;40.0;C
k99_1329622_1;202;56.4;39;17;0;72;110;31;69;1.6e-08;43.1;C
k99_1329934_1;BsEstB;60.6;127;45;3;4;129;95;217;3.85e-42;141.0;C
k99_1334937_1;PpEst;63.9;72;26;0;1;72;66;137;2.0100000000000002e-29;96.3;C
k99_1336211_1;PpEst;52.7;110;52;0;14;123;70;179;3.21e-38;120.0;C
k99_1345731_1;101;50.8;63;31;0;12;74;82;144;5.13e-16;64.7;C
k99_1349605_3;202;58.7;46;19;0;142;187;27;72;1.44e-09;51.2;C
k99_1354593_1;202;59.5;42;17;0;30;71;31;72;3.1e-10;52.4;C
k99_1354805_2;202;66.7;30;10;0;129;158;38;67;4.28e-07;40.4;C
k99_1362179_1;202;52.4;42;20;0;108;149;33;74;3.4e-10;49.3;C
k99_1363528_2;Est8_89;54.5;33;15;0;18;50;82;114;7.31e-07;40.4;C
k99_1364623_1;IS11;51.1;88;43;0;1;88;363;450;2.0199999999999997e-23;84.7;C
k99_1381886_1;IS12;56.0;75;33;0;55;129;49;123;1.1e-25;91.3;C
k99_1400285_1;Est18_23;50.0;104;52;0;9;112;155;258;3.25e-27;97.1;C
k99_1400285_1;101;65.1;63;22;0;9;71;82;144;9.54e-22;80.5;C
k99_1400285_1;102;53.7;67;30;1;5;71;160;225;8.2e-17;67.0;C
k99_1402812_1;102;57.6;85;35;1;1;85;142;225;1.7500000000000001e-29;99.8;C
k99_1402812_1;101;53.5;86;40;0;1;86;60;145;3.7200000000000003e-29;99.0;C
k99_1402812_1;BsEstB;58.1;86;32;1;1;86;136;217;1.18e-28;99.8;C
k99_1402812_1;Est18_23;59.3;86;34;1;1;86;134;218;2.8800000000000002e-27;95.9;C
k99_1412802_1;202;53.1;32;15;0;24;55;38;69;4.87e-06;38.5;C
k99_1422017_1;101;55.0;151;53;4;126;269;2;144;6.889999999999999e-48;155.0;C
k99_1445157_1;202;54.1;37;17;0;35;71;32;68;1.47e-07;40.0;C
k99_1448380_1;IS12;57.6;125;53;0;1;125;143;267;1.81e-41;134.0;C
k99_1448380_1;IS10;56.8;125;54;0;1;125;143;267;3.25e-37;123.0;C
k99_1451660_1;606;58.1;31;12;1;120;149;117;147;7.34e-06;36.6;C
k99_1451660_1;407;54.3;35;13;1;120;154;118;149;8.38e-06;36.6;C
k99_1452154_1;Est18_23;52.9;138;62;3;1;137;83;218;2.63e-41;137.0;C
k99_1459976_1;102;52.8;163;68;4;11;171;27;182;3.89e-52;161.0;C
k99_1471895_1;PpEst;50.6;154;76;0;1;154;48;201;1.26e-54;164.0;C
k99_1473431_1;IS12;52.7;93;44;0;5;97;175;267;1.0100000000000001e-27;95.5;C
k99_1494478_1;PpEst;51.2;121;59;0;4;124;81;201;6.319999999999999e-42;130.0;C
k99_1498515_1;IS12;52.8;284;129;3;16;296;4;285;9.55e-105;301.0;C
k99_1500846_1;EstB;50.0;76;31;2;18;86;13;88;1.2e-18;69.3;C
k99_1501414_1;Est18_23;55.3;141;59;3;22;159;78;217;5.29e-46;149.0;C
k99_1501414_1;101;51.0;143;63;2;24;159;2;144;2.51e-44;140.0;C
k99_1501414_1;BsEstB;53.9;141;58;4;22;159;80;216;7.8e-43;140.0;C
k99_1507189_1;202;56.8;44;19;0;4;47;34;77;5.27e-13;56.2;C
k99_1517056_2;PpEst;51.6;161;78;0;2;162;41;201;3.23e-61;181.0;C
k99_1522590_3;IS12;50.3;199;98;1;1;198;1;199;3.52e-63;191.0;C
k99_1531512_1;Est18_23;54.3;105;46;1;2;104;18;122;3.6300000000000004e-35;117.0;C
k99_1533704_2;101;55.9;68;24;2;123;185;2;68;2.57e-16;67.8;C
k99_1535306_3;IS12;50.3;157;77;1;2;157;148;304;3.99e-49;154.0;C
k99_1537593_1;BsEstB;60.3;63;25;0;2;64;160;222;2.19e-22;82.8;C
k99_1537593_1;Est18_23;59.6;57;23;0;2;58;161;217;1.55e-19;74.7;C
k99_1537593_1;101;54.4;57;26;0;2;58;88;144;5.58e-19;72.4;C
k99_1558707_1;102;50.8;63;29;1;48;110;10;70;1.16e-16;65.9;C
k99_1561314_1;IS12;58.3;115;43;3;3;116;134;244;4.39e-39;125.0;C
k99_1561314_1;IS10;50.0;116;53;3;2;116;133;244;1.0900000000000001e-29;101.0;C
k99_1563581_1;PpEst;53.5;129;60;0;79;207;16;144;6.549999999999999e-48;149.0;C
k99_1564845_1;202;52.5;40;19;0;103;142;32;71;7.94e-08;43.9;C
k99_1566988_2;PpEst;51.6;62;30;0;1;62;140;201;7.16e-21;73.9;C
k99_1573788_1;Est18_23;50.2;221;107;2;4;221;3;223;2.8799999999999996e-69;214.0;C
k99_1595986_1;Est18_23;52.2;134;54;2;1;125;45;177;1.9599999999999998e-46;149.0;C
k99_1598872_1;IS12;53.6;69;32;0;2;70;46;114;3.52e-21;76.6;C
k99_1601193_1;102;61.9;21;8;0;12;32;38;58;8.7e-06;32.3;C
k99_1605948_1;Est18_23;50.6;168;77;3;10;173;8;173;4.92e-51;163.0;C
k99_1605948_1;102;50.6;176;78;6;3;173;10;181;4.16e-49;153.0;C
k99_1605948_1;101;50.0;100;44;2;79;173;2;100;4.5400000000000004e-29;101.0;C
k99_1609654_1;IS12;54.5;134;60;1;16;148;49;182;8.37e-45;142.0;C
k99_1611378_1;101;54.9;142;58;2;43;178;2;143;1.77e-47;149.0;C
k99_1611378_1;BsEstB;53.9;141;59;3;40;178;79;215;2.06e-42;140.0;C
k99_1615331_1;102;53.3;60;28;0;4;63;165;224;4.96e-16;66.6;C
k99_1626180_1;102;63.2;95;34;1;16;110;132;225;3.09e-34;113.0;C
k99_1626180_1;101;50.8;128;55;2;10;134;44;166;3.67e-33;110.0;C
k99_1626180_1;BsEstB;58.4;101;38;2;10;110;120;216;6.92e-31;107.0;C
k99_1626180_1;Est18_23;56.4;101;43;1;10;110;118;217;4.51e-29;102.0;C
k99_1629597_1;102;51.5;206;83;6;2;199;30;226;3.46e-61;189.0;C
k99_1631387_1;202;54.8;42;19;0;104;145;31;72;2.08e-07;44.3;C
k99_1634355_1;Est18_23;60.0;115;44;2;3;116;77;190;2.0799999999999998e-45;145.0;C
k99_1634355_1;BsEstB;52.6;114;51;2;3;116;79;189;3.1600000000000003e-37;124.0;C
k99_1634581_1;HG-4;50.0;46;23;0;1;46;198;243;1.49e-12;51.6;C
k99_1648355_1;Ces39_5;62.8;145;54;0;1;145;1;145;9.05e-65;191.0;C
k99_1648594_2;IS10;56.9;65;28;0;24;88;224;288;8.84e-20;75.1;C
k99_1648783_1;Est18_23;52.1;117;53;3;31;146;74;188;2.49e-35;120.0;C
k99_1648849_1;Est18_23;53.9;154;64;1;1;147;35;188;1.2499999999999998e-52;166.0;C
k99_1656492_1;IS11;61.8;131;50;0;1;131;47;177;9.68e-53;165.0;C
k99_1666665_1;101;50.0;152;64;3;83;233;2;142;3.49e-45;145.0;C
k99_1675659_3;PpEst;51.1;186;91;0;10;195;16;201;2.68e-68;200.0;C
k99_1675959_6;PpEst;55.1;176;79;0;1;176;26;201;2.18e-71;207.0;C
k99_1676098_1;IS12;59.4;106;43;0;1;106;109;214;5.38e-36;117.0;C
k99_1676098_1;IS10;57.6;99;42;0;1;99;109;207;9.35e-32;106.0;C
k99_1685242_1;102;60.7;61;24;0;19;79;4;64;1.54e-21;77.8;C
k99_1685242_1;Est18_23;56.4;55;24;0;26;80;2;56;9.86e-19;70.9;C
k99_1685242_1;BsEstB;52.7;55;26;0;26;80;5;59;5.09e-16;63.2;C
k99_1690874_2;IS11;53.5;157;73;0;13;169;19;175;3.44e-55;173.0;C
k99_1697519_1;Est18_23;60.8;125;48;1;1;124;117;241;1.56e-44;144.0;C
k99_1697519_1;BsEstB;54.8;124;53;2;1;124;119;239;8.63e-40;131.0;C
k99_1697519_1;101;57.8;102;41;1;1;100;43;144;3.85e-33;110.0;C
k99_1705555_12;PpEst;58.6;157;65;0;12;168;21;177;1.01e-64;190.0;C
k99_1706699_1;PpEst;53.2;109;51;0;1;109;68;176;2.14e-37;118.0;C
k99_1709514_1;IS12;61.1;190;74;0;2;191;107;296;4.15e-82;239.0;C
k99_1709514_1;IS10;57.4;190;81;0;2;191;107;296;6.110000000000001e-73;216.0;C
k99_1720482_1;PpEst;50.3;181;90;0;2;182;21;201;2.71e-61;182.0;C
k99_1724386_3;EstB;52.2;69;32;1;6;74;3;70;2.23e-21;75.9;C
k99_1733666_1;LipMRD9\tBacillota\tBacillus;68.2;22;7;0;5;26;100;121;9.11e-06;35.0;C
k99_1733866_1;202;58.5;41;17;0;131;171;31;71;4.83e-10;50.1;C
k99_1735332_1;Est18_23;50.9;161;70;3;1;161;47;198;1.3299999999999998e-48;156.0;C
k99_1742228_1;101;50.0;66;28;1;82;142;2;67;2.13e-13;58.5;C
k99_1747798_1;Est18_23;50.2;235;106;4;27;259;77;302;5.2e-73;224.0;C
k99_1747798_1;102;53.8;145;63;3;25;166;82;225;3.45e-41;136.0;C
k99_1751774_1;Est18_23;57.1;49;21;0;1;49;172;220;8.43e-14;57.8;C
k99_1751774_1;BsEstB;54.3;46;21;0;1;46;171;216;1.15e-13;57.4;C
k99_1753460_2;102;52.4;208;91;2;39;238;12;219;3.73e-72;215.0;C
k99_1753460_2;101;50.0;140;59;4;107;238;2;138;1.07e-36;124.0;C
k99_1759546_1;202;58.8;34;14;0;84;117;39;72;1.69e-08;43.5;C
k99_1773329_2;IS12;54.1;185;80;3;1;183;126;307;1.83e-59;181.0;C
k99_1773329_2;IS10;51.9;181;84;2;1;180;126;304;3.6799999999999995e-52;162.0;C
k99_1774492_1;IS12;53.0;66;31;0;2;67;151;216;4.32e-21;76.3;C
k99_1774492_1;IS10;62.1;58;22;0;1;58;150;207;5.800000000000001e-21;75.9;C
k99_1774496_1;IS10;53.6;84;39;0;1;84;150;233;1.49e-24;86.3;C
k99_1776792_1;IS12;53.2;250;116;1;12;260;46;295;1.89e-84;248.0;C
k99_1776792_1;IS10;50.8;248;121;1;1;247;35;282;1.66e-76;228.0;C
k99_1778842_1;Est18_23;51.0;151;62;4;38;186;77;217;1.1e-40;136.0;C
k99_1784867_1;202;51.4;37;18;0;47;83;38;74;1.43e-07;41.6;C
k99_1788546_2;IS12;55.2;67;30;0;1;67;230;296;5.48e-22;79.3;C
k99_1806322_1;202;52.6;38;18;0;55;92;35;72;8.33e-08;41.6;C
k99_1820940_4;Est8_89;52.1;267;125;2;1;267;1;264;1.12e-96;278.0;C
k99_1827766_1;IS12;61.8;110;36;2;1;106;153;260;5.6e-40;127.0;C
k99_1827766_1;IS10;53.2;109;45;2;1;105;153;259;5.25e-31;104.0;C
k99_1831348_1;IS12;50.0;90;38;2;1;86;121;207;3.17e-19;72.0;C
k99_1840020_2;202;51.9;54;25;1;109;162;19;71;4.15e-09;49.7;C
k99_1852244_1;Est18_23;53.3;107;50;0;2;108;125;231;9.890000000000001e-36;120.0;C
k99_1852244_1;BsEstB;53.2;109;48;1;1;109;126;231;9.520000000000001e-35;117.0;C
k99_1852244_1;101;50.0;98;48;1;1;97;50;147;8.58e-28;96.3;C
k99_1852536_1;101;54.9;142;50;4;73;205;2;138;2.17e-44;142.0;C
k99_1855813_1;PpEst;59.8;122;49;0;10;131;16;137;2.41e-48;147.0;C
k99_1856796_1;101;51.4;144;64;2;66;203;2;145;1.34e-41;136.0;C
k99_1858832_1;202;60.0;30;12;0;336;365;32;61;3.85e-06;40.0;C
k99_1864251_1;102;52.9;140;56;4;42;171;3;142;1.59e-41;134.0;C
k99_1869975_1;EstB;51.2;43;18;1;1;43;1;40;1.13e-08;40.4;C
k99_1871717_1;611;51.6;31;15;0;48;78;122;152;9.07e-07;39.3;C
k99_1874899_1;PpEst;54.6;183;83;0;15;197;19;201;4.0699999999999994e-67;197.0;C
k99_1884490_1;PpEst;53.7;95;44;0;6;100;58;152;4.4e-34;109.0;C
k99_1893080_1;202;50.9;53;23;1;19;71;35;84;8.78e-10;48.5;C
k99_1898629_1;PpEst;61.5;78;30;0;58;135;21;98;8.13e-31;102.0;C
k99_1900125_1;IS10;50.5;95;47;0;6;100;77;171;9.94e-27;92.8;C
k99_1906300_2;202;51.4;37;18;0;4;40;38;74;8.68e-07;42.0;C
k99_1910532_1;Est18_23;58.5;118;49;0;1;118;111;228;1.11e-45;146.0;C
k99_1910532_1;BsEstB;54.2;118;51;1;1;118;113;227;1.23e-38;127.0;C
k99_1910532_1;101;52.3;109;51;1;1;108;37;145;3.44e-35;115.0;C
k99_1914404_1;Est18_23;64.5;62;22;0;21;82;159;220;4.0299999999999994e-23;84.3;C
k99_1914404_1;BsEstB;53.3;75;34;1;5;79;143;216;7.52e-23;83.6;C
k99_1915610_1;102;57.6;66;28;0;3;68;161;226;2.05e-20;82.4;C
k99_1924810_1;BsEstB;50.0;80;39;1;23;102;6;84;8.66e-24;86.3;C
k99_1924810_1;102;50.6;89;42;2;15;103;4;90;1.37e-20;76.3;C
k99_1927831_1;102;54.1;122;54;2;39;159;84;204;4.67e-40;129.0;C
k99_1927831_1;Est18_23;56.6;122;50;3;39;159;77;196;4.29e-38;128.0;C
k99_1927831_1;101;51.6;124;52;3;42;159;2;123;4.82e-37;122.0;C
k99_1927831_1;BsEstB;51.5;130;57;4;32;160;72;196;2.13e-36;123.0;C
k99_1933270_1;102;62.2;98;36;1;6;103;105;201;8.9e-40;126.0;C
k99_1933270_1;Est18_23;63.6;99;34;2;5;102;95;192;5.13e-36;120.0;C
k99_1933270_1;BsEstB;61.0;105;34;3;2;103;92;192;4.83e-34;114.0;C
k99_1933270_1;101;54.0;113;38;4;2;102;9;119;1.81e-32;107.0;C
k99_1933292_1;102;61.2;98;37;1;6;103;105;201;6.96e-39;124.0;C
k99_1933292_1;Est18_23;64.6;99;33;2;5;102;95;192;9.86e-36;119.0;C
k99_1933292_1;BsEstB;59.0;105;36;3;2;103;92;192;6.47e-33;111.0;C
k99_1933292_1;101;52.2;113;40;4;2;102;9;119;1.39e-31;105.0;C
k99_1940922_1;IS12;57.0;121;50;1;1;121;86;204;7.570000000000001e-43;135.0;C
k99_1940922_1;IS10;56.2;121;51;1;1;121;86;204;5.96e-41;130.0;C
k99_1942564_1;BsEstB;57.1;42;18;0;1;42;176;217;2.65e-09;45.4;C
k99_1942564_1;Est18_23;52.3;44;21;0;1;44;177;220;3.18e-08;42.4;C
k99_1949236_2;202;50.0;50;24;1;109;158;20;68;2.45e-07;42.4;C
k99_1952395_1;102;60.6;33;13;0;8;40;104;136;4.78e-11;47.0;C
k99_1952400_1;102;50.8;65;20;2;10;73;83;136;3.59e-14;57.4;C
k99_1953271_1;102;54.5;123;55;1;2;124;83;204;1.35e-44;140.0;C
k99_1953271_1;101;50.0;128;55;3;6;127;2;126;1.26e-39;127.0;C
k99_1953271_1;Est18_23;53.5;127;55;3;2;127;76;199;1.33e-38;128.0;C
k99_1953271_1;BsEstB;51.6;126;54;4;3;127;79;198;9.13e-36;120.0;C
k99_1961818_1;BsEstB;50.8;65;32;0;31;95;5;69;4.94e-17;67.0;C
k99_1965758_1;202;55.3;47;21;0;58;104;25;71;2.4e-10;49.3;C
k99_1990355_1;IS12;55.4;139;62;0;1;139;110;248;6.870000000000001e-47;147.0;C
k99_1990355_1;IS10;51.1;139;68;0;1;139;110;248;8.04e-41;131.0;C
k99_1990491_1;202;58.3;36;15;0;117;152;36;71;2.99e-07;42.7;C
k99_1997920_1;Est18_23;55.7;183;71;6;1;181;42;216;6.87e-57;179.0;C
k99_1997920_1;101;50.7;144;63;3;44;181;2;143;7.03e-45;143.0;C
k99_1998867_1;202;56.8;44;19;0;30;73;34;77;4.59e-12;54.3;C
k99_2010297_3;202;61.7;47;18;0;58;104;32;78;4.28e-12;58.5;C
k99_2021476_1;IS10;63.3;109;40;0;2;110;77;185;1.6999999999999998e-48;150.0;C
k99_2021476_1;IS12;59.1;115;47;0;2;116;77;191;5.2399999999999996e-48;149.0;C
k99_2023855_1;Est18_23;52.4;166;73;2;1;160;36;201;4.87e-49;157.0;C
k99_2023855_1;BsEstB;51.2;164;74;3;1;160;39;200;5.67e-44;144.0;C
k99_2044249_1;102;56.2;121;53;0;1;121;106;226;2.7e-44;145.0;C
k99_2046196_1;IS12;53.6;69;30;1;2;70;222;288;1.74e-18;70.5;C
k99_2060189_1;202;58.5;41;17;0;89;129;32;72;3.08e-11;52.0;C
k99_2065451_1;214;57.6;33;14;0;1;33;109;141;4.35e-06;35.8;C
k99_2065451_1;202;57.6;33;14;0;1;33;181;213;4.77e-06;35.8;C
k99_2070933_1;Est18_23;52.3;107;51;0;1;107;135;241;7.55e-31;106.0;C
k99_2071354_1;202;50.0;36;18;0;15;50;34;69;1.66e-07;38.5;C
k99_2075199_2;211;59.3;27;9;1;74;100;195;219;2.74e-06;37.4;C
k99_2084228_1;EstB;50.9;114;55;1;11;124;3;115;2.63e-35;114.0;C
k99_2088500_1;IS12;53.7;95;38;2;23;115;173;263;3.58e-27;94.7;C
k99_2098614_1;202;56.1;41;18;0;129;169;34;74;1.24e-07;45.1;C
k99_2098672_1;PpEst;51.5;171;83;0;1;171;31;201;2.93e-60;179.0;C
k99_2099553_1;102;54.5;66;27;1;40;105;12;74;7.52e-19;71.6;C
k99_2102918_1;Est18_23;54.4;217;96;2;4;219;3;217;5.45e-80;240.0;C
k99_2102918_1;102;50.7;225;99;5;3;222;11;228;2.1700000000000002e-72;215.0;C
k99_2102918_1;BsEstB;50.9;220;101;3;4;222;6;219;2.79e-69;213.0;C
k99_2105501_1;IS12;50.0;70;35;0;1;70;154;223;6.65e-20;73.2;C
k99_2105501_1;IS10;51.4;70;34;0;1;70;154;223;8.95e-20;72.8;C
k99_2114471_1;Est18_23;50.5;91;42;1;1;88;162;252;8.68e-21;77.4;C
k99_2114471_1;102;58.8;51;21;0;1;51;170;220;3.61e-17;66.6;C
k99_2114471_1;101;58.2;55;23;0;1;55;89;143;7.11e-17;65.9;C
k99_2129686_1;IS12;52.7;91;42;1;84;173;76;166;2.4199999999999998e-23;87.0;C
k99_2131802_8;PpEst;58.0;181;76;0;50;230;21;201;2.68e-76;222.0;C
k99_2133358_3;202;54.2;48;22;0;97;144;26;73;4.2e-10;52.4;C
k99_2143220_1;101;50.8;65;26;2;122;181;2;65;1.9e-13;59.3;C
k99_2152157_1;PpEst;61.0;59;23;0;48;106;19;77;1.64e-19;72.0;C
k99_2168883_2;IS12;56.5;69;30;0;2;70;236;304;1.3600000000000001e-21;78.2;C
k99_2184285_1;BsEstB;54.9;91;37;1;1;91;132;218;1.74e-27;99.4;C
k99_2184285_1;Est18_23;59.6;89;35;1;1;89;130;217;2.21e-26;96.3;C
k99_2187891_1;IS12;60.8;79;28;2;1;78;118;194;1.71e-24;85.9;C
k99_2194207_1;202;56.4;39;17;0;135;173;32;70;5.63e-11;52.4;C
k99_2199086_1;PpEst;62.5;72;27;0;1;72;61;132;9.250000000000001e-27;89.4;C
k99_2207500_3;102;50.7;227;100;6;30;255;11;226;2.4100000000000002e-70;219.0;C
k99_2212458_1;202;64.9;37;13;0;111;147;35;71;5.99e-09;49.3;C
k99_2212812_1;IS12;54.3;164;73;1;4;165;108;271;1.76e-56;172.0;C
k99_2212812_1;IS10;50.6;164;79;1;1;162;105;268;2.22e-50;157.0;C
k99_2215262_1;Est18_23;50.8;124;54;2;2;125;124;240;8.190000000000001e-32;110.0;C
k99_2215262_1;101;51.0;102;42;2;2;102;50;144;2.2e-25;90.9;C
k99_2234614_1;202;54.8;42;19;0;1;42;30;71;1.01e-08;44.7;C
k99_2243206_1;102;57.3;103;39;2;15;115;83;182;3e-35;115.0;C
k99_2243206_1;101;51.5;103;41;3;19;115;2;101;5.3e-28;96.7;C
k99_2243459_1;BsEstB;55.1;138;58;2;3;138;80;215;4.17e-48;155.0;C
k99_2245134_1;IS12;54.3;46;21;0;2;47;235;280;2.24e-13;55.5;C
k99_2245467_1;IS12;59.6;57;23;0;1;57;229;285;1.38e-18;70.1;C
k99_2252994_1;202;51.0;51;24;1;19;69;32;81;1.25e-10;52.8;C
k99_2253184_1;202;54.3;35;16;0;100;134;35;69;2.11e-07;42.4;C
k99_2265392_1;202;52.5;40;19;0;71;110;32;71;2.48e-09;45.4;C
k99_2278081_1;102;51.1;131;64;0;19;149;84;214;4.19e-44;139.0;C
k99_2282900_1;IS12;54.4;147;66;1;1;147;56;201;1.34e-49;154.0;C
k99_2282900_1;IS10;54.1;148;65;2;1;147;56;201;1.92e-48;151.0;C
k99_2283085_2;211;50.0;32;16;0;92;123;192;223;7.73e-06;36.6;C
k99_2285697_14;PpEst;50.8;193;93;1;7;199;11;201;1.4899999999999998e-68;201.0;C
k99_2290175_1;102;68.8;32;10;0;3;34;82;113;1.59e-13;54.3;C
k99_2296189_1;IS12;52.5;61;29;0;3;63;107;167;3.96e-16;64.3;C
k99_2309430_5;PpEst;52.8;178;84;0;46;223;24;201;3.9200000000000004e-64;191.0;C
k99_2323335_2;202;56.4;39;17;0;116;154;34;72;6.91e-10;52.0;C
k99_2341896_1;BsEstB;50.0;120;56;2;2;121;126;241;1.87e-31;110.0;C
k99_2359333_1;102;59.5;74;24;1;1;68;149;222;1e-23;87.4;C
k99_2360870_1;202;62.5;40;15;0;86;125;32;71;3.87e-11;51.6;C
k99_2377568_1;214;50.5;186;92;0;3;188;11;196;3.06e-62;186.0;C
k99_2377568_1;202;51.1;186;91;0;3;188;83;268;9.28e-62;189.0;C
k99_2381237_1;101;51.2;125;55;2;3;125;54;174;2.79e-35;116.0;C
k99_2381237_1;102;59.1;93;37;1;1;93;134;225;4.4500000000000003e-32;108.0;C
k99_2381237_1;Est18_23;57.1;91;38;1;3;93;128;217;1.1300000000000001e-29;104.0;C
k99_2394519_1;EstB;50.0;132;64;2;17;147;13;143;1.3799999999999999e-38;123.0;C
k99_2403185_1;PpEst;53.1;145;68;0;1;145;57;201;2.73e-51;155.0;C
k99_2411400_1;IS12;53.1;192;89;1;3;194;106;296;9.09e-61;185.0;C
k99_2432559_1;PpEst;51.4;111;54;0;1;111;91;201;6.8e-37;117.0;C
k99_2437449_1;IS10;52.6;114;52;2;1;113;104;216;6.53e-36;117.0;C
k99_2440893_1;202;53.2;47;22;0;39;85;25;71;3.54e-10;51.2;C
k99_2446816_1;102;54.3;35;16;0;5;39;12;46;5.38e-09;41.2;C
k99_2447617_1;IS12;55.2;96;43;0;6;101;145;240;9.229999999999999e-30;100.0;C
k99_2447617_1;IS10;54.5;99;45;0;3;101;142;240;1.2799999999999999e-28;97.8;C
k99_2448542_1;IS11;59.0;122;50;0;2;123;87;208;2.95e-51;160.0;C
k99_2464570_1;202;53.7;41;19;0;66;106;38;78;1.21e-09;46.2;C
k99_2468489_1;Est18_23;65.0;123;43;0;1;123;96;218;4.91e-53;166.0;C
k99_2468489_1;BsEstB;57.7;123;49;1;1;123;98;217;1.7599999999999998e-46;149.0;C
k99_2468489_1;101;51.9;131;51;3;1;122;17;144;1.15e-38;124.0;C
k99_2473932_1;IS10;58.3;115;47;1;9;122;70;184;2.05e-39;127.0;C
k99_2473932_1;IS12;50.0;136;55;1;3;125;52;187;6.74e-38;123.0;C
k99_2481253_2;HG-4;54.8;31;14;0;4;34;7;37;2.24e-09;42.0;C
k99_2483675_1;202;53.5;43;20;0;110;152;27;69;1.27e-09;48.9;C
k99_2484401_1;IS12;51.4;140;63;1;1;135;77;216;6.72e-49;152.0;C
k99_2484401_1;IS10;50.0;108;49;1;1;103;77;184;1.72e-33;112.0;C
k99_2487550_2;202;57.9;38;16;0;110;147;34;71;2.25e-09;47.8;C
k99_2524898_1;Est18_23;58.5;159;65;1;1;158;87;245;1.3700000000000002e-56;177.0;C
k99_2524898_1;BsEstB;56.2;153;64;2;1;153;89;238;4.69e-52;165.0;C
k99_2524898_1;101;55.1;138;52;4;1;130;9;144;6.23e-40;129.0;C
k99_2524898_1;102;54.9;122;53;2;10;130;105;225;9.38e-38;124.0;C
k99_2533126_2;Est8_89;52.4;82;39;0;1;82;184;265;6.87e-24;84.3;C
k99_2533771_1;IS10;50.0;132;64;2;9;139;42;172;3.4900000000000003e-37;122.0;C
k99_2536430_1;PpEst;51.7;87;41;1;49;134;17;103;1.2300000000000001e-26;91.7;C
k99_2541087_1;Est18_23;52.6;116;53;2;20;135;76;189;1.24e-38;128.0;C
k99_2561442_1;BsEstB;50.6;168;69;4;19;184;79;234;1.56e-46;152.0;C
k99_2561442_1;102;50.8;179;74;7;10;182;73;243;2.0099999999999997e-46;147.0;C
k99_2561442_1;Est18_23;54.9;153;58;4;19;169;77;220;1.6599999999999998e-45;149.0;C
k99_2564749_1;202;52.5;40;19;0;73;112;32;71;5.77e-07;42.7;C
k99_2574673_1;IS12;51.0;151;72;1;1;151;156;304;9.36e-45;142.0;C
k99_2577720_1;406;56.7;30;13;0;13;42;152;181;8.81e-07;38.9;C
k99_2592498_1;202;64.7;34;12;0;154;187;39;72;2.42e-09;47.8;C
k99_2596764_1;202;53.7;41;19;0;111;151;31;71;2.09e-09;49.7;C
k99_2604330_1;HG-4;54.4;79;36;0;1;79;1;79;3.61e-26;89.4;C
k99_2606198_1;PpEst;50.6;178;88;0;25;202;24;201;4.92e-61;182.0;C
k99_2613021_1;IS12;54.7;201;87;2;1;201;61;257;2.23e-73;217.0;C
k99_2613021_1;IS10;54.0;202;87;3;1;201;61;257;1.59e-72;215.0;C
k99_2613198_2;102;58.3;48;20;0;32;79;30;77;5.26e-17;65.5;C
k99_2620935_2;IS12;51.2;217;105;1;15;231;91;306;3.6e-70;210.0;C
k99_2626303_1;102;61.5;213;80;2;1;212;21;232;2.03e-91;263.0;C
k99_2626303_1;BsEstB;50.5;216;94;5;1;211;15;222;2.58e-63;197.0;C
k99_2626303_1;101;50.0;156;70;3;67;216;2;155;1.18e-47;151.0;C
k99_2642380_1;BsEstB;50.0;100;49;1;8;107;154;252;2.59e-22;82.4;C
k99_2645126_2;PpEst;51.4;107;52;0;1;107;95;201;2.94e-36;115.0;C
k99_2645675_1;211;54.2;24;11;0;80;103;193;216;9.49e-06;35.0;C
k99_2655407_1;PpEst;54.4;103;47;0;4;106;51;153;9.499999999999999e-38;119.0;C
k99_2656091_1;IS12;52.9;174;80;2;1;174;111;282;1.2099999999999998e-52;163.0;C
k99_2657736_1;Est18_23;60.6;137;51;3;1;136;83;217;9.75e-50;158.0;C
k99_2657736_1;101;57.0;142;53;3;1;136;5;144;3.34e-49;152.0;C
k99_2657736_1;102;53.6;138;62;2;1;137;90;226;9.279999999999999e-48;149.0;C
k99_2657736_1;BsEstB;55.3;132;54;3;6;136;89;216;1.24e-41;137.0;C
k99_2661134_1;102;57.9;57;20;3;115;171;6;58;2.84e-13;58.5;C
k99_2670702_1;IS10;58.0;100;42;0;2;101;77;176;4.26e-36;117.0;C
k99_2670702_1;IS12;58.0;100;42;0;2;101;77;176;1.79e-35;115.0;C
k99_2679127_4;BsEstB;51.4;146;66;3;1;145;98;239;5.8e-41;135.0;C
k99_2679127_4;102;50.0;116;58;0;1;116;105;220;2.2e-33;112.0;C
